Original,Furigana,English,JLPT Level
聴講,ちょうこう,"lecture attendance, auditing",N1
徴収,ちょうしゅう,"collection, levy",N1
聴診器,ちょうしんき,stethoscope,N1
調停,ちょうてい,"arbitration, conciliation, mediation",N1
重複,ちょうふく,"duplication, repetition, overlapping, redundancy, restoration",N1
長編,ちょうへん,"long (e.g., novel, film)",N1
重宝,ちょうほう,"convenient, useful",N1
調理,ちょうり,cooking,N1
調和,ちょうわ,harmony,N1
ちょくちょく,ちょくちょく,"often, frequently, now and then, occasionally",N1
直面,ちょくめん,confrontation,N1
著書,ちょしょ,"literary work, book",N1
貯蓄,ちょちく,savings,N1
直感,ちょっかん,"intuition, instinct",N1
著名,ちょめい,"well-known, noted, celebrated",N1
ちらっと,ちらっと,"at a glance, by accident",N1
塵,ちり,"dust, dirt",N1
塵取り,ちりとり,dustpan,N1
賃金,ちんぎん,wages,N1
沈殿,ちんでん,"precipitation, deposition, settlement",N1
沈没,ちんぼつ,"sinking, foundering",N1
沈黙,ちんもく,"silence, reticence",N1
陳列,ちんれつ,"exhibition, display, show",N1
追及,ついきゅう,"investigation, inquiry",N1
追跡,ついせき,pursuit,N1
追放,ついほう,"exile, banishment",N1
費やす,ついやす,"to spend, to devote, to waste",N1
墜落,ついらく,"falling, crashing",N1
痛感,つうかん,"feeling keenly, fully realizing",N1
通常,つうじょう,"common, normal, usual",N1
痛切,つうせつ,"keen, deep",N1
杖,つえ,cane,N1
使い道,つかいみち,use,N1
仕える,つかえる,"to serve, to work for",N1
司る,つかさどる,"to rule, to govern, to administer",N1
つかの間,つかのま,"moment, brief time,",N1
月並,つきなみ,"conventional, trite, common",N1
継目,つぎめ,"joint, seam",N1
尽きる,つきる,"to be used up, to be run out",N1
尽くす,つくす,"to exhaust, to run out; to devote, to serve",N1
つくづく,つくづく,"completely, really",N1
作り,つくり,"make up, structure, physique",N1
造り,つくり,"make up, structure, physique",N1
繕う,つくろう,"to mend, to repair",N1
付け加える,つけくわえる,to add one thing to another,N1
告げる,つげる,to inform,N1
つじつま (はなしの～),つじつま (はなしの～),"coherence, consistency",N1
筒,つつ,"pipe, tube",N1
突く,つつく,"to thrust, to strike, to attack; to poke, to nudge, to pick at",N1
突っ突く,つっつく,to prompt someone,N1
謹む,つつしむ,"to be careful, to be chaste or discreet",N1
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",N1
務まる,つとまる,"be equal, be fit",N1
勤め先,つとめさき,place of work,N1
努めて,つとめて,"make an effort!, work hard!",N1
津波,つなみ,"tsunami, tidal wave",N1
つねる,つねる,to pinch,N1
角,つの,horn,N1
募る,つのる,"to invite, to solicit help, participation, etc",N1
唾,つば,"saliva, spit, sputum",N1
呟く,つぶやく,"to mutter, to murmur",N1
つぶら,つぶら,"round, rotund",N1
つぶる (めを～),つぶる (めを～),to close the eyes,N1
壷,つぼ,"jar, pot, vase",N1
蕾,つぼみ,"bud, flower bud",N1
連なる,つらなる,"to extend, to stretch out, to stand in a row",N1
貫く,つらぬく,to go through,N1
連ねる,つらねる,"to link, to join, to put together",N1
釣り鐘,つりがね,temple bell (for striking),N1
吊り革,つりかわ,strap,N1
手当,てあて,"allowance, compensation; treatment",N1
定義,ていぎ,definition,N1
提供,ていきょう,"offer, program sponsoring",N1
提携,ていけい,"cooperation, tie-up, joint business",N1
体裁,ていさい,"decency, style, form, appearance",N1
提示,ていじ,"presentation, exhibit, suggest, citation",N1
ティシュペーパー,ティシュペーパー,tissue,N1
定食,ていしょく,"fixed-price lunch, set meal, dinner",N1
訂正,ていせい,"correction, revision",N1
停滞,ていたい,"stagnation, tie-up, congestion, retention",N1
邸宅,ていたく,"mansion, residence",N1
定年,ていねん,retirement age,N1
堤防,ていぼう,"bank, weir",N1
手遅れ,ておくれ,being (too); belated treatment,N1
でかい,でかい,huge,N1
手掛かり,てがかり,"hint, clue, key",N1
手掛ける,てがける,"to handle, to manage, to work with",N1
手数,てかず,"trouble, labor, handling",N1
手軽,てがる,"easy, simple, cheap",N1
適応,てきおう,"adaptation, accommodation, conformity",N1
適宜,てきぎ,suitability,N1
適性,てきせい,aptitude,N1
できもの,できもの,"boil, rash",N1
手際,てぎわ,"performance, skill, tact",N1
出くわす,でくわす,"to happen to meet, to come across",N1
手順,てじゅん,"process, procedure, protocol",N1
手錠,てじょう,"handcuffs, manacles",N1
手数,てすう,"trouble, labor, handling",N1
デコレーション,デコレーション,decoration,N1
手近,てぢか,"near, handy, familiar",N1
てっきり,てっきり,"surely, certainly, beyond doubt",N1
鉄鋼,てっこう,iron and steel,N1
デッサン,デッサン,rough sketch (FRE: dessin),N1
徹する,てっする,"to devote oneself, to believe in",N1
てっぺん,てっぺん,"top, summit, apex",N1
鉄棒,てつぼう,"iron rod, crowbar, horizontal bar (gymnastics)",N1
出直し,でなおし,"adjustment, touch up",N1
掌,てのひら,the palm,N1
手配,てはい,"arrangement, search (by police)",N1
手筈,てはず,"arrangement, plan, program",N1
手引,てびき,"guidance, guide, introduction",N1
手本,てほん,"model, pattern",N1
手回し,てまわし,"preparations, arrangements",N1
手元,てもと,"(money) on hand or at home, one's purse; usual skill",N1
デモンストレーション,デモンストレーション,demonstration,N1
照り返す,てりかえす,"to reflect, to throw back light",N1
テレックス,テレックス,"telex, teletypewriter exchange",N1
手分け,てわけ,division of labor,N1
天,てん,"heaven, sky",N1
田園,でんえん,"country, rural districts",N1
天下,てんか,"the world, whole country",N1
転回,てんかい,"revolution, rotation",N1
連休,れんきゅう,consecutive holidays,N1
レンジ,レンジ,"range, stove",N1
連日,れんじつ,every day,N1
連帯,れんたい,solidarity,N1
レンタカー,レンタカー,rented car,N1
連中,れんちゅう,"colleagues, company, a lot",N1
レントゲン,レントゲン,X-ray (lit: Roentgen),N1
連邦,れんぽう,"commonwealth, federation of states",N1
連盟,れんめい,"league, union, alliance",N1
老衰,ろうすい,"senility, senile decay",N1
朗読,ろうどく,"reading aloud, recitation",N1
浪費,ろうひ,"waste, extravagance",N1
労力,ろうりょく,"labor, effort, trouble",N1
ロープウエイ,ロープウエイ,"ropeway, aerial tram",N1
ロープ,ロープ,rope,N1
ろくな,ろくな,"satisfactory, decent",N1
露骨,ろこつ,"blunt, outspoken; conspicuous; broad, suggestive",N1
ロマンチック,ロマンチック,romantic,N1
論議,ろんぎ,discussion,N1
論理,ろんり,logic,N1
惑星,わくせい,planet,N1
技,わざ,"art, technique",N1
わざわざ,わざわざ,"take the trouble (to do), doing something especially rather than incidentally",N1
煩わしい,わずらわしい,"burdensome, troublesome, complicated",N1
渡り鳥,わたりどり,"migratory bird, bird of passage",N1
ワット,ワット,watt,N1
詫び,わび,apology,N1
和文,わぶん,"Japanese text, sentence in Japanese",N1
藁,わら,straw,N1
～割,～わり,~ percent,N1
割当,わりあて,"allotment, allocation, quota",N1
割込む,わりこむ,"to cut in, to disturb",N1
悪者,わるもの,"bad fellow, rascal",N1
我,われ,"me, oneself, self, ego",N1
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",N1
はかない,はかない,"short-lived, momentary, ephemeral",N1
ばかばかしい,ばかばかしい,stupid,N1
破棄,はき,"revocation, annulment, breaking (e.g., treaty)",N1
剥ぐ,はぐ,"to tear off, to peel off, to rip off",N1
迫害,はくがい,persecution,N1
薄弱,はくじゃく,"feebleness, weakness, weak",N1
白状,はくじょう,confession,N1
漠然,ばくぜん,"obscure, vague, equivocal",N1
爆弾,ばくだん,bomb,N1
爆破,ばくは,"blast, explosion, blow up",N1
暴露,ばくろ,"disclosure, exposure, revelation",N1
励ます,はげます,"to encourage, to cheer, to raise (the voice)",N1
励む,はげむ,"to be zealous, to make an effort",N1
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",N1
化ける,ばける,"to disguise, to take the form of",N1
派遣,はけん,"dispatch, send",N1
恥,はじ,"shame, embarrassment",N1
弾く,はじく,"to play (piano, guitar)",N1
パジャマ,パジャマ,pajamas,N1
恥じらう,はじらう,"to feel shy, to be bashful, to blush",N1
恥じる,はじる,to feel ashamed,N1
橋渡し,はしわたし,"bridge building', mediation",N1
弾む,はずむ,"to bounce, to be encouraged, to splurge on",N1
破損,はそん,damage,N1
叩く,はたく,"to strike, to clap, to dust, to beat",N1
裸足,はだし,barefoot,N1
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve",N1
蜂蜜,はちみつ,honey,N1
パチンコ,パチンコ,pachinko (Japanese pinball),N1
罰,ばつ,"punishment, penalty",N1
発育,はついく,"(physical) growth, development",N1
発芽,はつが,germination,N1
発掘,はっくつ,"excavation, exhumation; discovery (e.g., new talent)",N1
発言,はつげん,"utterance, speech, proposal",N1
バッジ,バッジ,badge,N1
発生,はっせい,"outbreak, spring forth, occurrence",N1
仕立てる,したてる,"to tailor, to make, to prepare",N1
下取り,したどり,"trade in, part exchange",N1
下火,したび,"burning low, waning, declining",N1
実,じつ,"fruit, good result",N1
実家,じっか,(one's parents') home,N1
失格,しっかく,"disqualification, elimination, incapacity (legal)",N1
質疑,しつぎ,question,N1
失脚,しっきゃく,"losing one's standing, being overthrown, falling",N1
実業家,じつぎょうか,"industrialist, businessman",N1
シック,シック,chic,N1
じっくり,じっくり,"deliberately, carefully",N1
躾,しつけ,"discipline, training",N1
躾ける,しつける,"to discipline, to teach manners",N1
実践,じっせん,"practice, put into practice",N1
質素,しっそ,"simplicity, modesty, frugality",N1
実態,じったい,"truth, fact",N1
失調,しっちょう,"lack of harmony, imbalance",N1
嫉妬,しっと,jealousy,N1
実費,じっぴ,"actual expense, cost price",N1
指摘,してき,"pointing out, identification",N1
自転,じてん,"rotation, spin",N1
助動詞,じょどうし,auxiliary verb,N1
淑やか,しとやか,graceful,N1
萎びる,しなびる,"to shrivel, to fade",N1
シナリオ,シナリオ,scenario,N1
しなやか,しなやか,"supple, flexible, elastic",N1
屎尿,しにょう,human waste,N1
地主,じぬし,landlord,N1
凌ぐ,しのぐ,"to outdo, to surpass; to endure",N1
芝,しば,lawn,N1
始発,しはつ,first train,N1
耳鼻科,じびか,otolaryngology,N1
私物,しぶつ,"private property, personal effects",N1
しぶとい,しぶとい,"tenacious, stubborn",N1
司法,しほう,administration of justice,N1
始末,しまつ,disposal; cleaning up afterwards,N1
染みる,しみる,to soak; pierce,N1
使命,しめい,"mission, errand, message",N1
地元,じもと,local,N1
視野,しや,"field of vision, outlook",N1
弱,じゃく,"delicate, supple",N1
社交,しゃこう,social life,N1
ジャズ,ジャズ,jazz,N1
謝絶,しゃぜつ,refusal,N1
社宅,しゃたく,company owned house,N1
若干,じゃっかん,"some, few, number of",N1
三味線,しゃみせん,three-stringed Japanese guitar,N1
斜面,しゃめん,"slope, slanting surface, bevel",N1
砂利,じゃり,"gravel, ballast, pebbles",N1
洒落る,しゃれる,"to joke, to play on words; stylish",N1
ジャンパー,ジャンパー,"jacket, jumper",N1
ジャンプ,ジャンプ,jump,N1
ジャンボ,ジャンボ,jumbo,N1
ジャンル,ジャンル,genre,N1
主,しゅ,"owner, master, god",N1
種,しゅ,seed; variety,N1
私有,しゆう,private ownership,N1
～宗,～しゅう,sect,N1
収益,しゅうえき,"earnings, proceeds, returns",N1
修学,しゅうがく,learning,N1
周期,しゅうき,"cycle, period",N1
衆議院,しゅうぎいん,"Lower House, House of Representatives",N1
就業,しゅうぎょう,"employment, starting work",N1
従業員,じゅうぎょういん,"employee, worker",N1
集計,しゅうけい,"totalization, aggregate",N1
襲撃,しゅうげき,"attack, charge, raid",N1
収支,しゅうし,income and expenditure,N1
終始,しゅうし,from beginning to end; consistent(ly),N1
修士,しゅうし,Masters degree program,N1
従事,じゅうじ,"engaging, pursuing, following",N1
終日,しゅうじつ,all day,N1
充実,じゅうじつ,"fullness, perfection",N1
収集,しゅうしゅう,"gathering up, collection",N1
十字路,じゅうじろ,crossroads,N1
執着,しゅうじゃく,"attachment, adhesion, tenacity",N1
執着,しゅうちゃく,"attachment, adhesion, tenacity",N1
柔軟,じゅうなん,flexible,N1
重複,じゅうふく,"duplication, repetition, overlapping",N1
収容,しゅうよう,accommodation; seating; custody,N1
従来,じゅうらい,"up to now, so far, traditional",N1
守衛,しゅえい,"security guard, doorkeeper",N1
主演,しゅえん,"starring, playing the leading part",N1
主観,しゅかん,"subjectivity, subject, ego",N1
修行,しゅぎょう,"pursuit of knowledge, training, ascetic practice",N1
塾,じゅく,after-school (cram) school,N1
祝賀,しゅくが,"celebration, congratulations",N1
宿命,しゅくめい,"fate, destiny, predestination",N1
手芸,しゅげい,handicrafts,N1
主権,しゅけん,sovereignty,N1
主催,しゅさい,"organization, sponsorship, to host",N1
